Sample Checking,ISIN,Ticker,Quantity,Name,Last ClosePrice,Takara UMD 0408 LCP,Currency,Takara UMD 0408 CCY, Listed Exchange ,Section,Takara Prim Exchange,Market Cap USD,Takara UMD 0408 CUR_MKT_CAP,CUR_MKT_CAP in USD Million, Equity Shares Outstanding Mio ,Takara UMD 0408 EQY_SH_OUT,EQY_SH_OUT IN MIL, vol_260d_cal ,Takara UMD 0416 vol_260d_calc,3M Volume,Takara UMD 0408  VOLUME_AVG_3M,Average Traded Value_3M (USD),Takara UMD 0408  AVG_DAILY_VALUE_TRADED_3M,AVG_DAILY_VALUE_TRADED_3M in USD,HC Formula (%),HC Bucketing (%),HC mcap (%),"HC Max(HCmcap,formula) (%)",Penny stock penalty (if any),Full Equity Financing,Equity Financing up to LP10, Market Value USD , Full Equity Collateral Value USD , Collateral Value USD 
,US0567521085,BIDU US,889,BAIDU INC - SPON ADR,104.77,,USD,, NASDAQ GS ,#N/A Field Not Applicable,#N/A,"36,738 Million",,, 285.05 ,,, 41.42 ,,"3,314,021",,"356,052,832",,,19.59%,21.25%,21.25%,21.25%,21.25%,75%,75%," 93,141 "," 69,855 "," 69,855 "
,FR0000131104,BNP FP,390,BNP PARIBAS,61.36,,EUR,, EN Paris ,#N/A Field Not Applicable,FP,"73,811 Million",,," 1,147.48 ",,, 26.58 ,,"2,597,817",,"157,837,526",,,13.05%,21.25%,21.25%,21.25%,21.25%,75%,75%," 25,963 "," 19,472 "," 19,472 "
,CNE100001T80,1816 HK,"34,264",CGN POWER CO LTD-H,2.4,2.35,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"24,238 Million",,," 11,163.63 ",,, 23.15 ,,"52,470,930",,"15,124,875",,,11.47%,21.25%,21.25%,21.25%,21.25%,75%,75%," 10,514 "," 7,885 "," 7,885 "
,CNE100001NT6,6881 HK,"147,700",CHINA GALAXY SECURITIES CO-H,4.19,3.81,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"14,408 Million",,," 3,690.99 ",,, 33.67 ,,"18,313,630",,"9,362,923",,,16.24%,21.25%,21.25%,21.25%,21.25%,75%,75%," 79,123 "," 59,342 "," 59,342 "
,CNE1000007Z2,390 HK,"80,147",CHINA RAILWAY GROUP LTD-H,3.97,3.85,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"21,429 Million",,," 4,207.39 ",,, 37.13 ,,"22,311,810",,"10,253,038",,,17.75%,21.25%,21.25%,21.25%,21.25%,75%,75%," 40,681 "," 30,510 "," 30,510 "
,HK0000049939,762 HK,"104,000",CHINA UNICOM HONG KONG LTD,5.56,5.64,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"21,813 Million",,," 30,598.12 ",,, 32.68 ,,"36,068,080",,"24,020,734",,,15.8%,21.25%,21.25%,21.25%,21.25%,75%,75%," 73,930 "," 55,447 "," 55,447 "
,US19260Q1076,COIN UW,"1,250",COINBASE GLOBAL INC -CLASS A,239.62,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"58,054 Million",,, 195.53 ,,, 80.89 ,,"3,632,181",,"637,718,272",,,34.67%,21.25%,37.%,37.%,37.%,60%,60%," 299,525 "," 179,715 "," 179,715 "
,CNE1000002J7,1919 HK,"362,140",COSCO SHIPPING HOLDINGS CO-H,8.52,8.59,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"21,558 Million",,," 3,199.78 ",,, 37.88 ,,"22,514,780",,"23,503,456",,,18.07%,21.25%,21.25%,21.25%,21.25%,75%,75%," 394,481 "," 295,861 "," 295,861 "
,DE0005140008,DBK GY,"2,000",DEUTSCHE BANK AG-REGISTERED,13.506,,EUR,, Xetra ,#N/A Field Not Applicable,GY,"28,187 Million",,," 1,994.70 ",,, 29.68 ,,"8,408,529",,"108,757,069",,,14.46%,21.25%,21.25%,21.25%,21.25%,75%,75%," 29,307 "," 21,980 "," 21,980 "
,DE0005552004,DHL GY,900,DHL GROUP,38.535,,EUR,, Xetra ,#N/A Field Not Applicable,GY,"49,949 Million",,," 1,239.06 ",,, 21.66 ,,"2,483,269",,"109,655,509",,,10.77%,21.25%,21.25%,21.25%,21.25%,75%,75%," 37,628 "," 28,221 "," 28,221 "
,KYG4100M1050,3900 HK,"1,364,732",GREENTOWN CHINA HOLDINGS,6.55,5.66,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"2,045 Million",,," 2,532.00 ",,, 55.00 ,,"10,207,950",,"8,393,720",,,25.2%,31.75%,26.5%,31.75%,31.75%,65%,65%," 1,142,875 "," 742,869 "," 742,869 "
,KYG4290A1013,6862 HK,"4,000",HAIDILAO INTERNATIONAL HOLDI,17.3,17.2,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"12,470 Million",,," 5,574.00 ",,, 47.51 ,,"15,279,090",,"27,879,348",,,22.12%,21.25%,26.5%,26.5%,26.5%,70%,70%," 8,847 "," 6,193 "," 6,193 "
,US4370761029,HD US,207,HOME DEPOT INC,371.91,,USD,, New York ,#N/A Field Not Applicable,UN,"368,569 Million",,, 991.02 ,,, 19.22 ,,"3,273,863",,"1,179,065,728",,,9.62%,21.25%,21.25%,21.25%,21.25%,75%,75%," 76,985 "," 57,739 "," 57,739 "
,DE0006231004,IFX GY,356,INFINEON TECHNOLOGIES AG,32,,EUR,, Xetra ,#N/A Field Not Applicable,GY,"43,250 Million",,," 1,305.92 ",,, 35.75 ,,"4,407,943",,"155,915,281",,,17.15%,21.25%,21.25%,21.25%,21.25%,75%,75%," 12,360 "," 9,270 "," 9,270 "
,IE00B4L5Y983,IWDA LN,"4,500",ISHARES CORE MSCI WORLD,97.18,,USD,, London ,#N/A Field Not Applicable,#N/A,"71,631 Million",,, 740.14 ,,, 12.13 ,,"241,441",,"22,447,650",,,6.18%,21.25%,21.25%,21.25%,21.25%,75%,75%," 437,310 "," 327,983 "," 327,983 "
,KYG5215A1004,9997 HK,"9,500",KANGJI MEDICAL HOLDINGS LTD,7.31,6.6,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"1,115 Million",,," 1,214.82 ",,, 40.77 ,,"740,772",,"618,493",,,19.31%,31.75%,21.25%,31.75%,31.75%,65%,65%," 8,879 "," 5,771 "," 5,771 "
,KYG532631028,1024 HK,"6,000",KUAISHOU TECHNOLOGY,52.85,49.65,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"28,870 Million",,," 3,592.01 ",,, 47.70 ,,"18,438,740",,"109,617,951",,,22.2%,21.25%,26.5%,26.5%,26.5%,70%,70%," 40,542 "," 28,379 "," 28,379 "
,JP3756600007,7974 JP,90,NINTENDO CO LTD,8286,,JPY,, Tokyo ,Tokyo Prime,,"77,983 Million",,," 1,298.69 ",,, 22.80 ,,"5,194,547",,"303,347,367",,,11.31%,21.25%,21.25%,21.25%,21.25%,75%,75%," 4,959 "," 3,719 "," 3,719 "
,US7223041028,PDD US,"7,118",PDD HOLDINGS INC,128.71,,USD,, NASDAQ GS ,#N/A Field Not Applicable,#N/A,"171,002 Million",,," 1,328.59 ",,, 54.00 ,,"7,394,893",,"979,151,680",,,24.74%,21.25%,26.5%,26.5%,26.5%,70%,70%," 916,158 "," 641,310 "," 641,310 "
,DE0007037129,RWE GR,455,RWE AG,31.06,,EUR,, Xetra ,#N/A Field Not Applicable,GY,"23,792 Million",,, 743.84 ,,, 20.68 ,,"2,615,239",,"92,437,526",,,10.31%,21.25%,21.25%,21.25%,21.25%,75%,75%," 15,333 "," 11,500 "," 11,500 "
,KYG7956A1094,1030 HK,"413,000",SEAZEN GROUP LTD,1.09,1.01,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,950 Million,,," 7,065.74 ",,, 68.31 ,,"23,873,550",,"3,400,175",,,30.2%,52.75%,31.75%,52.75%,52.75%,45%,45%," 57,555 "," 25,900 "," 25,900 "
,KYG8087W1015,2313 HK,"13,428",SHENZHOU INTERNATIONAL GROUP,67.95,72.05,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"12,890 Million",,," 1,503.22 ",,, 43.07 ,,"3,583,011",,"32,398,495",,,20.28%,21.25%,21.25%,21.25%,21.25%,75%,75%," 116,657 "," 87,493 "," 87,493 "
,US2935941078,ENVX UW,"1,400",ENOVIX CORP,7.33,,USD,, NASDAQ GS ,#N/A Field Not Applicable,#N/A,"1,235 Million",,, 168.50 ,,, 79.90 ,,"1,250,353",,"13,169,022",,,34.33%,31.75%,37.%,37.%,47.5%,50%,50%," 10,262 "," 5,131 "," 5,131 "
,US29786A1060,ETSY US,870,ETSY INC,66.07,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"7,829 Million",,, 118.49 ,,, 46.14 ,,"4,072,909",,"301,175,680",,,21.56%,21.25%,26.5%,26.5%,26.5%,70%,70%," 57,481 "," 40,237 "," 40,237 "
,US55087P1049,LYFT UW,"32,420",LYFT INC-A,17.95,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"7,177 Million",,, 391.24 ,,, 71.73 ,,"4,162,327",,"64,617,536",,,31.44%,21.25%,31.75%,31.75%,31.75%,65%,65%," 581,939 "," 378,260 "," 378,260 "
,US0865161014,BBY US,100,BEST BUY CO INC,77.13,,USD,, New York ,#N/A Field Not Applicable,UN,"16,612 Million",,, 215.38 ,,, 27.21 ,,"2,908,283",,"221,225,152",,,13.34%,21.25%,21.25%,21.25%,21.25%,75%,75%," 7,713 "," 5,785 "," 5,785 "
,US08975P1084,BIGC UQ,250,BIGCOMMERCE HOLDINGS-SER 1,7.21,,USD,, NASDAQ GM ,#N/A Field Not Applicable,UQ,552 Million,,, 76.60 ,,, 57.21 ,,"241,424",,"2,003,500",,,26.%,52.75%,26.5%,52.75%,84.25%,15%,15%," 1,803 ", 270 , 270 
,CA09228F1036,BB US,"1,000",BLACKBERRY LTD,2.65,,USD,, New York ,#N/A Field Not Applicable,CT,"1,561 Million",,, 588.93 ,,, 59.63 ,,"9,239,695",,"28,142,846",,,26.93%,31.75%,31.75%,31.75%,42.25%,55%,55%," 2,650 "," 1,458 "," 1,458 "
,US12468P1049,AI UN,300,C3.AI INC-A,29.05,,USD,, New York ,#N/A Field Not Applicable,UN,"3,546 Million",,, 118.55 ,,, 95.85 ,,"1,276,320",,"37,664,608",,,39.61%,31.75%,42.25%,42.25%,42.25%,55%,55%," 8,715 "," 4,793 "," 4,793 "
,US15961R1059,CHPT UN,"2,000",CHARGEPOINT HOLDINGS INC,1.72,,USD,, New York ,#N/A Field Not Applicable,UN,724 Million,,, 421.00 ,,, 88.38 ,,"2,479,415",,"5,069,317",,,37.19%,52.75%,42.25%,52.75%,84.25%,15%,15%," 3,440 ", 516 , 516 
,US18914F1030,CLOV US,"1,000",CLOVER HEALTH INVESTMENTS CO,0.7832,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,388 Million,,, 405.64 ,,, 70.80 ,,"9,603,750",,"8,687,872",,,31.11%,73.75%,31.75%,73.75%,100.%,0%,0%, 783 , -   , -   
,US44812J1043,HUT UW,360,HUT 8 CORP,7.79,,USD,, NASDAQ GS ,#N/A Field Not Applicable,#N/A,694 Million,,, 89.09 ,,, 107.58 ,,"1,375,680",,"14,216,877",,,43.23%,52.75%,47.5%,52.75%,84.25%,15%,15%," 2,804 ", 421 , 421 
,US52567D1072,LMND UN,"1,800",LEMONADE INC,16.04,,USD,, New York ,#N/A Field Not Applicable,UN,"1,126 Million",,, 70.22 ,,, 88.24 ,,"443,875",,"7,574,847",,,37.14%,31.75%,42.25%,42.25%,42.25%,55%,55%," 28,872 "," 15,880 "," 15,880 "
,US5657881067,MARA UN,600,MARATHON DIGITAL HOLDINGS IN,19.4,,USD,, NASDAQ CM ,#N/A Field Not Applicable,UR,"5,192 Million",,, 267.64 ,,, 115.86 ,,"1,215,435",,"27,592,432",,,45.65%,21.25%,47.5%,47.5%,47.5%,0%,0%," 11,640 ", -   , -   
,US5770961002,MTTR US,200,MATTERPORT INC,1.83,,USD,, NASDAQ GM ,#N/A Field Not Applicable,UQ,569 Million,,, 310.91 ,,, 65.18 ,,"2,469,208",,"5,597,800",,,29.04%,52.75%,31.75%,52.75%,84.25%,15%,15%, 366 , 55 , 55 
,US6700024010,NVAX UW,20,NOVAVAX INC,5.14,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,719 Million,,, 139.95 ,,, 89.60 ,,"2,283,446",,"10,893,502",,,37.59%,52.75%,42.25%,52.75%,84.25%,15%,15%, 103 , 15 , 15 
,US70614W1009,PTON US,400,PELOTON INTERACTIVE INC-A,4.36,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"1,600 Million",,, 348.86 ,,, 82.74 ,,"14,523,892",,"76,441,696",,,35.3%,31.75%,37.%,37.%,47.5%,50%,50%," 1,744 ", 872 , 872 
,US72352L1061,PINS US,550,PINTEREST INC- CLASS A,33.98,,USD,, New York ,#N/A Field Not Applicable,UN,"23,072 Million",,, 595.21 ,,, 43.43 ,,"9,841,874",,"363,479,104",,,20.43%,21.25%,21.25%,21.25%,21.25%,75%,75%," 18,689 "," 14,017 "," 14,017 "
,US74767V1098,QS US,"1,500",QUANTUMSCAPE CORP,5.7,,USD,, New York ,#N/A Field Not Applicable,UN,"2,826 Million",,, 441.14 ,,, 80.02 ,,"10,054,056",,"76,163,024",,,34.37%,31.75%,37.%,37.%,47.5%,50%,50%," 8,550 "," 4,275 "," 4,275 "
,US7672921050,RIOT UR,400,RIOT PLATFORMS INC,11.43,,USD,, NASDAQ CM ,#N/A Field Not Applicable,UR,"2,898 Million",,, 253.54 ,,, 100.75 ,,"5,931,007",,"84,088,792",,,41.15%,31.75%,42.25%,42.25%,42.25%,0%,0%," 4,572 ", -   , -   
,US83406F1021,SOFI UW ,"1,500",SOFI TECHNOLOGIES INC,7.08,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"6,915 Million",,, 976.74 ,,, 69.62 ,,"9,700,611",,"79,897,528",,,30.67%,21.25%,31.75%,31.75%,42.25%,55%,55%," 10,620 "," 5,841 "," 5,841 "
,KYG851581069,STNE UW,700,STONECO LTD-A,17.47,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"5,490 Million",,, 295.50 ,,, 48.20 ,,"1,428,675",,"24,809,000",,,22.4%,21.25%,26.5%,26.5%,26.5%,70%,70%," 12,229 "," 8,560 "," 8,560 "
,US87663X1028,TTCFQ UV,300,TATTOOED CHEF INC,0.0005,,USD,, OTC US ,#N/A Field Not Applicable,UV,0 Million,,, 83.66 ,,," 2,617.37 ",,"81,485",,355,,,100.%,100.%,100.%,100.%,100.%,0%,0%, 0 , -   , -   
,US91531W1062,TIGR US,500,UP FINTECH HOLDING LTD - ADR,4.48,,USD,, NASDAQ GS ,#N/A Field Not Applicable,#N/A,766 Million,,, 156.11 ,,, 64.73 ,,"893,898",,"3,672,051",,,28.87%,52.75%,31.75%,52.75%,84.25%,15%,15%," 2,240 ", 336 , 336 
,US98138J2069,WKHS US,"3,000",WORKHORSE GROUP INC,0.2486,,USD,, NASDAQ CM ,#N/A Field Not Applicable,UR,78 Million,,, 314.83 ,,, 86.27 ,,"8,350,590",,"2,638,821",,,36.49%,100.%,37.%,100.%,100.%,0%,0%, 746 , -   , -   
,US98954M2008,Z US,100,ZILLOW GROUP INC - C,47.67,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"11,070 Million",,, 171.97 ,,, 44.16 ,,"4,015,128",,"220,542,048",,,20.74%,21.25%,21.25%,21.25%,21.25%,75%,75%," 4,767 "," 3,575 "," 3,575 "
,CNE100003PG4,3759 HK,"81,000",PHARMARON BEIJING CO LTD-H,10.72,8.86,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"5,110 Million",,, 301.54 ,,, 68.84 ,,"6,433,698",,"9,275,994",,,30.39%,21.25%,31.75%,31.75%,31.75%,65%,65%," 111,017 "," 72,161 "," 72,161 "
,US4642874329,TLT UQ,975,ISHARES 20+ YEAR TREASURY BD,92.66,,USD,, NASDAQ GM ,#N/A Field Not Applicable,UQ,"47,637 Million",,, 514.10 ,,, 17.90 ,,"16,484,458",,"1,572,594,688",,,8.99%,21.25%,21.25%,21.25%,21.25%,75%,75%," 90,344 "," 67,758 "," 67,758 "
,US25460G1958,YINN US,"949,000",DRX DLY FTSE CHINA BULL 3X,19.18,,USD,, NYSE Arca ,#N/A Field Not Applicable,UP,"1,011 Million",,, 52.69 ,,, 83.94 ,,"8,382,591",,"146,637,472",,,35.72%,31.75%,37.%,37.%,37.%,60%,60%," 18,201,820 "," 10,921,092 "," 10,921,092 "
,US1488061029,CTLT US,"4,200",CATALENT INC,55.96,,USD,, New York ,#N/A Field Not Applicable,UN,"10,114 Million",,, 180.74 ,,, 64.85 ,,"2,780,877",,"152,221,584",,,28.91%,21.25%,31.75%,31.75%,31.75%,65%,65%," 235,032 "," 152,771 "," 152,771 "
,US78667J1088,SAGE UQ,"9,700",SAGE THERAPEUTICS INC,19.37,,USD,, NASDAQ GM ,#N/A Field Not Applicable,#N/A,"1,164 Million",,, 60.11 ,,, 95.73 ,,"399,581",,"9,363,906",,,39.57%,31.75%,42.25%,42.25%,42.25%,55%,55%," 187,889 "," 103,339 "," 103,339 "
,US90138A1034,VNET US,"20,000",VNET GROUP INC-ADR,1.86,,USD,, NASDAQ GS ,#N/A Field Not Applicable,#N/A,479 Million,,, 252.23 ,,, 81.92 ,,"2,600,916",,"5,329,887",,,35.02%,63.25%,37.%,63.25%,94.75%,5%,5%," 37,200 "," 1,860 "," 1,860 "
,BMG2164J1099,8083 HK,"36,000",CHINA YOUZAN LTD,0.088,0.079,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,363 Million,,," 32,978.31 ",,, 69.66 ,,"69,044,000",,"858,500",,,30.69%,73.75%,31.75%,73.75%,100.%,0%,0%, 405 , -   , -   
,KYG3825B1059,1548 HK,"18,000",GENSCRIPT BIOTECH CORP,16.74,#N/A,HKD,#N/A, Hong Kong ,#N/A Field Not Applicable,#N/A,"4,228 Million",,," 2,123.27 ",,, 58.93 ,,"11,487,480",,"23,282,899",,,26.66%,31.75%,31.75%,31.75%,31.75%,65%,65%," 38,525 "," 25,041 "," 25,041 "
,HK0000218211,1347 HK,"10,000",HUA HONG SEMICONDUCTOR LTD,17.12,15.04,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"4,733 Million",,," 1,308.86 ",,, 55.88 ,,"9,166,779",,"19,459,992",,,25.48%,31.75%,26.5%,31.75%,31.75%,65%,65%," 21,888 "," 14,227 "," 14,227 "
,KYG9830N1097,2400 HK,"2,000",XD INC,15.92,13.96,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,958 Million,,, 480.46 ,,, 61.51 ,,"4,644,175",,"7,076,608",,,27.65%,52.75%,31.75%,52.75%,52.75%,45%,45%," 4,071 "," 1,832 "," 1,832 "
,KYG989BA1027,6979 HK,"188,600",ZJLD GROUP INC,11,10.64,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"4,580 Million",,," 3,388.62 ",,, 62.16 ,,"6,507,839",,"7,387,927",,,27.9%,31.75%,31.75%,31.75%,31.75%,65%,65%," 265,243 "," 172,408 "," 172,408 "
,TH0122010R10,KCE-R TB,"406,000",KCE ELECTRONICS - NVDR,38.75,,THB,, Bangkok ,#N/A Field Not Applicable,TB,"1,279 Million",,," 1,182.09 ",,, 39.84 ,,"8,692,364",,"11,030,487",,,18.91%,31.75%,21.25%,31.75%,31.75%,65%,65%," 436,226 "," 283,547 "," 283,547 "
,TH0885010Z12,PYLON/F TB,"1,046,600",PYLON PCL-FOREIGN,5.55,,THB,, Bangkok ,#N/A Field Not Applicable,TB,116 Million,,, 749.87 ,,, -   ,,0,,,,,0.%,100.%,21.25%,100.%,100.%,0%,0%," 161,060 ", -   , -   
,TH0885010R12,PYLON-R TB,"54,200",PYLON PCL-NVDR,2.54,,THB,, Bangkok ,#N/A Field Not Applicable,TB,51 Million,,, 749.87 ,,, 27.34 ,,"405,788",,"28,983",,,13.44%,100.%,21.25%,100.%,100.%,0%,0%," 3,817 ", -   , -   
,TH0695010R15,TNITY-R TB,"825,000",TRINITY WATTHANA PCL-NVDR,4.24,,THB,, Bangkok ,#N/A Field Not Applicable,TB,27 Million,,, 214.40 ,,, 54.32 ,,"899,698",,"125,847",,,29.71%,100.%,31.75%,100.%,100.%,0%,0%," 96,992 ", -   , -   
,US92556V1061,VTRS US,745,VIATRIS INC,11.76,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"13,966 Million",,," 1,187.57 ",,, 28.04 ,,"10,373,685",,"124,327,488",,,13.72%,21.25%,21.25%,21.25%,21.25%,75%,75%," 8,761 "," 6,571 "," 6,571 "
,USN070592100,ASML US,232,ASML HOLDING NV-NY REG SHS,941.34,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"376,145 Million",,, 399.58 ,,, 32.34 ,,"1,207,182",,"1,047,065,408",,,15.65%,21.25%,21.25%,21.25%,21.25%,75%,75%," 218,391 "," 163,793 "," 163,793 "
,0,24 HK,"4,000,000",BURWILL HOLDINGS LTD,#N/A N/A,#N/A,HKD,#N/A, #N/A Field Not Applicable ,#N/A Field Not Applicable,#N/A,,,," 5,111.62 ",,, #N/A N/A ,,#N/A N/A,,,,,0.%,21.25%,21.25%,21.25%,#VALUE!,0%,0%, -   , -   , -   
,KYG3774X1088,3800 HK,"2,000,000",GCL TECHNOLOGY HOLDINGS LTD,1.38,1.22,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"4,999 Million",,," 26,938.93 ",,, 49.75 ,,"124,754,200",,"17,879,156",,,23.03%,31.75%,26.5%,31.75%,31.75%,65%,65%," 352,873 "," 229,368 "," 229,368 "
,US38747R8271,NVDL UQ,"12,000",GRANITESH 2X LNG NVDA ETF,40.23,,USD,, NASDAQ GM ,#N/A Field Not Applicable,#N/A,"2,049 Million",,, 50.93 ,,, 74.29 ,,"2,084,255",,"69,002,000",,,32.36%,31.75%,37.%,37.%,37.%,60%,60%," 482,760 "," 289,656 "," 289,656 "
,US25460G8318,JNUG UP,"1,500",DIREXION DAILY JUNIOR GOLD M,30.02,,USD,, NYSE Arca ,#N/A Field Not Applicable,UP,285 Million,,, 9.49 ,,, 66.31 ,,"320,355",,"9,031,970",,,29.46%,84.25%,31.75%,84.25%,84.25%,15%,15%," 45,030 "," 6,755 "," 6,755 "
,KYG5966D1051,1357 HK,"300,000",MEITU INC,3.61,3.1,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"1,983 Million",,," 4,477.76 ",,, 80.66 ,,"72,310,900",,"27,172,358",,,34.59%,31.75%,37.%,37.%,37.%,60%,60%," 138,464 "," 83,079 "," 83,079 "
,KYG8020E1199,981 HK,"539,400",SEMICONDUCTOR MANUFACTURING,17.02,14.76,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"25,662 Million",,," 5,973.24 ",,, 47.92 ,,"37,721,110",,"78,979,574",,,22.29%,21.25%,26.5%,26.5%,26.5%,70%,70%," 1,173,763 "," 821,634 "," 821,634 "
,CNE1000036N7,1787 HK,"300,000",SHANDONG GOLD MINING CO LT-H,14.84,17.86,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"14,276 Million",,, 858.99 ,,, 34.84 ,,"3,961,960",,"6,624,782",,,16.75%,21.25%,21.25%,21.25%,21.25%,75%,75%," 569,200 "," 426,900 "," 426,900 "
,KYG040111059,2020 HK,"6,000",ANTA SPORTS PRODUCTS LTD,77.75,87.45,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"28,187 Million",,," 2,832.62 ",,, 40.48 ,,"8,554,706",,"79,002,969",,,19.18%,21.25%,21.25%,21.25%,21.25%,75%,75%," 59,643 "," 44,732 "," 44,732 "
,ES0113900J37,SAN SQ,"8,609",BANCO SANTANDER SA,4.1375,,EUR,, Soc.Bol SIBE ,#N/A Field Not Applicable,SQ,"68,180 Million",,," 15,825.58 ",,, 26.64 ,,"33,653,340",,"133,377,339",,,13.08%,21.25%,21.25%,21.25%,31.75%,65%,65%," 38,646 "," 25,120 "," 25,120 "
,JP3220580009,2229 JP,"1,500",CALBEE INC,3418,,JPY,, Tokyo ,Tokyo Prime,,"3,315 Million",,, 133.93 ,,, 21.83 ,,"401,977",,"8,913,923",,,10.85%,31.75%,21.25%,31.75%,31.75%,65%,65%," 34,094 "," 22,161 "," 22,161 "
,KYG2177B1014,1113 HK,"6,321",CK ASSET HOLDINGS LTD,36.6,32.4,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"16,214 Million",,," 3,548.68 ",,, 21.60 ,,"4,496,899",,"21,033,033",,,10.74%,21.25%,21.25%,21.25%,21.25%,75%,75%," 29,579 "," 22,184 "," 22,184 "
,KYG217651051,1 HK,"10,944",CK HUTCHISON HOLDINGS LTD,40.65,38.35,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"19,804 Million",,," 3,830.05 ",,, 21.09 ,,"4,989,135",,"25,990,593",,,10.51%,21.25%,21.25%,21.25%,21.25%,75%,75%," 56,878 "," 42,659 "," 42,659 "
,US57636Q1040,MA US,550,MASTERCARD INC - A,478.89,,USD,, New York ,#N/A Field Not Applicable,UN,"446,752 Million",,, 925.72 ,,, 16.75 ,,"2,396,132",,"1,076,172,800",,,8.43%,21.25%,21.25%,21.25%,21.25%,75%,75%," 263,390 "," 197,542 "," 197,542 "
,US6174464486,MS US,500,MORGAN STANLEY,87.96,,USD,, New York ,#N/A Field Not Applicable,UN,"143,838 Million",,," 1,635.27 ",,, 26.16 ,,"8,789,394",,"772,406,720",,,12.86%,21.25%,21.25%,21.25%,21.25%,75%,75%," 43,980 "," 32,985 "," 32,985 "
,KYG7800X1079,1928 HK,"5,200",SANDS CHINA LTD,21.35,22.5,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"21,908 Million",,," 8,093.38 ",,, 36.27 ,,"15,438,130",,"43,629,995",,,17.37%,21.25%,21.25%,21.25%,21.25%,75%,75%," 14,194 "," 10,646 "," 10,646 "
,GB0004082847,2888 HK,"11,143",STANDARD CHARTERED PLC,64.85,702,HKD,GBp, Hong Kong ,#N/A Field Not Applicable,LN,"21,517 Million",,," 2,622.81 ",,, 30.40 ,,"391,301",,"3,111,546",,,14.78%,21.25%,21.25%,21.25%,21.25%,75%,75%," 92,389 "," 69,292 "," 69,292 "
,JP3240700009,6498 JT,"100,000",KITZ CORP,1287,,JPY,, Tokyo ,Tokyo Prime,,839 Million,,, 90.40 ,,, 24.56 ,,"236,368",,"2,104,816",,,13.1%,52.75%,21.25%,52.75%,52.75%,45%,45%," 855,832 "," 385,124 "," 385,124 "
,JP3371200001,4063 JP,"20,000",SHIN-ETSU CHEMICAL CO LTD,6639,,JPY,, Tokyo ,Tokyo Prime,,"96,266 Million",,," 2,001.69 ",,, 26.91 ,,"7,126,149",,"306,001,221",,,13.2%,21.25%,21.25%,21.25%,21.25%,75%,75%," 882,963 "," 662,222 "," 662,222 "
,JP3779000003,5195 JP,"5,000",BANDO CHEMICAL INDUSTRIES,1875,,JPY,, Tokyo ,Tokyo Prime,,605 Million,,, 44.21 ,,, 26.42 ,,"66,367",,"818,604",,,12.98%,52.75%,21.25%,52.75%,52.75%,45%,45%," 62,342 "," 28,054 "," 28,054 "
,JP3788600009,6501 JP,"1,000",HITACHI LTD,12700,,JPY,, Tokyo ,Tokyo Prime,,"87,061 Million",,, 927.17 ,,, 25.97 ,,"2,205,993",,"185,797,902",,,12.78%,21.25%,21.25%,21.25%,21.25%,75%,75%," 84,453 "," 63,340 "," 63,340 "
